id,name,latitude,longitude
30487,Buffalo Rest Area,39.90581,-81.528639
30488,Mineral Wells Rest Area,39.13217,-81.549427
30489,Burnwell Rest Area,38.068488,-81.380935
30490,Rocky Gap Welcome Center,37.206406,-81.104677
30491,Mount Airy Welcome Center,36.559351,-80.746271
30492,Fort Mill Welcome Center,35.079866,-80.943577
30493,Richburg Rest Area,34.7639,-81.038233
30494,Edinboro Rest Area,41.846332,-80.177029
30495,Sheakleyville Rest Area,41.46759,-80.168117
30496,Grove City Rest Area,41.101291,-80.145024
30497,Bridgeville Rest Area,40.32919,-80.141053
30498,Morgantown Welcome Center,39.697405,-80.046839
30499,Bridgeport Rest Area,39.314298,-80.254326
30500,Burnsville Rest Area,38.91313,-80.595722
30501,Frametown Rest Area,38.6205,-80.899659
30502,Watertown Rest Area,43.902037,-75.98464
30503,Whitney Point Rest Area,42.375006,-75.994904
30504,Great Bend Welcome Center,41.983957,-75.748547
30505,Lenoxville Rest Area,41.674089,-75.682368
30506,Nuangola Rest Area,41.130705,-75.963713
30507,Grantville Rest Area,40.375297,-76.677061
30508,Carlisle Rest Area,40.147691,-77.316788
30509,Falling Waters Welcome Center,39.587123,-77.847989
30510,Winchester Welcome Center,39.242805,-78.11582
30511,New Market Rest Area,38.616919,-78.7062
30512,Mount Sydney Rest Area,38.251608,-78.955205
30513,Fairfield Rest Area,37.875581,-79.309405
30514,Troutville Rest Area,37.46916,-79.811944
30515,Radford Rest Area,37.099345,-80.521023
30516,Atkins Rest Area,36.883552,-81.385744
30517,Bristol Welcome Center,36.594771,-82.247117
30518,Baileyton Rest Area,36.350604,-82.768707
30519,White Pine Rest Area,36.092041,-83.354138
30520,Dinwiddie Rest Area,37.103171,-77.544258
30521,Alberta Rest Area,36.86611,-77.83695
30522,Norlina Welcome Center,36.515521,-78.207183
30523,Oxford Rest Area,36.237879,-78.639709
30524,Burlington Rest Area,36.064914,-79.534247
30525,Thomasville Rest Area,35.844696,-80.129644
30526,Concord Rest Area,35.456824,-80.594393
30527,Blacksburg Welcome Center,35.148993,-81.49509
30528,Anderson Rest Area,34.601187,-82.653366
30529,Lavonia Welcome Center,34.472747,-83.070487
30530,Lanett Welcome Center,32.839637,-85.197299
30531,Tuskegee Rest Area,32.50428,-85.610295
30532,West Chazy Rest Area,44.805705,-73.445691
30533,North Hudson Rest Area,44.017136,-73.705286
30534,Glens Falls Rest Area,43.274146,-73.676904
30535,New Baltimore Service Plaza,42.428249,-73.806015
30536,Kingston Service Plaza,42.014199,-73.999654
30537,Newburgh Service Plaza,41.592568,-74.088359
30538,Suffern Service Plaza,41.153368,-74.189727
30539,Georgia Rest Area,44.755378,-73.078446
30540,Williston Rest Area,44.434736,-73.078519
30541,Randolph Rest Area,43.983086,-72.629118
30542,Lebanon Welcome Center,43.64879,-72.261202
30543,Sutton Rest Area,43.339409,-71.910646
30544,Derby Welcome Center,44.995335,-72.102947
30545,Lyndonville Rest Area,44.565445,-72.033976
30546,Hartford Welcome Center,43.621288,-72.348191
30547,Wallingford Rest Area,41.4603,-72.7801
30548,Sanbornton Rest Area,43.49154,-71.598484
30549,Hooksett Service Plaza,43.109146,-71.477188
30550,Medway Rest Area,45.597419,-68.537103
30551,Hampden Welcome Center,44.7675,-68.8865
30552,Cumberland Center Service Plaza,43.817615,-70.319724
30553,Kennebunk Service Plaza,43.409909,-70.560684
30554,Salisbury Welcome Center,42.879592,-70.884331
30555,Newton Service Plaza,42.33035,-71.254582
30556,Westwood Rest Area,42.217499,-71.158397
30557,North Stonington Welcome Center,41.4165,-71.8519
30558,Madison Service Plaza,41.290961,-72.580491
30559,Branford Service Plaza,41.286785,-72.833276
30560,Milford Service Plaza,41.246881,-73.010039
30561,Fairfield Service Plaza,41.148243,-73.256651
30562,Darien Service Plaza,41.068304,-73.504342
30563,Ridgefield Service Plaza,40.822894,-74.029814
30564,Secaucus Service Plaza,40.769706,-74.06507
30565,Woodbridge Service Plaza,40.560045,-74.264417
30566,Cranbury Service Plaza,40.321356,-74.48793
30567,Morrisville Rest Area,40.252298,-74.867087
30568,Newark Service Plaza,39.662352,-75.690957
30569,Perryville Service Plaza,39.6137,-76.0064
30570,Aberdeen Service Plaza,39.4994,-76.2304
30571,Savage Welcome Center,39.144,-76.8465
30572,Dale City Rest Area,38.619112,-77.29884
30573,Dale City Rest Area,38.59271,-77.318289
30574,Fredericksburg Welcome Center,38.316698,-77.504815
30575,Ladysmith Rest Area,37.981932,-77.493314
30576,Gaston Welcome Center,36.541027,-77.57985
30577,Dortches Rest Area,36.03181,-77.842546
30578,Selma Rest Area,35.538052,-78.251105
30579,Fayetteville Rest Area,34.994054,-78.836611
30580,Dillon Welcome Center,34.465871,-79.35028
30581,Shiloh Rest Area,33.948261,-80.057693
30582,Santee Welcome Center,33.49339,-80.467854
30583,Walterboro Rest Area,32.799654,-80.772967
30584,Savannah Welcome Center,32.217114,-81.17501
30585,Brunswick Rest Area,31.279951,-81.489824
30586,Yulee Welcome Center,30.697011,-81.677889
30587,Jacksonville Rest Area,30.094479,-81.498979
30588,Saint Augustine Rest Area,29.715435,-81.334748
30589,Mims Rest Area,28.708621,-80.887881
30590,Malabar Rest Area,27.948024,-80.609211
30591,Fort Pierce Rest Area,27.465053,-80.421135
30592,Palm City Rest Area,27.126478,-80.340891
30593,Wildwood Service Plaza,28.786799,-81.982224
30594,Orlando Service Plaza,28.514581,-81.499256
30595,Saint Cloud Service Plaza,28.094541,-81.273955
30596,Okeechobee Service Plaza,27.601898,-80.822887
30597,Port St. Lucie Service Plaza,27.302792,-80.373068
30598,West Palm Beach Service Plaza,26.63446,-80.174811
30599,Pompano Beach Service Plaza,26.226452,-80.182833
30600,Miami Service Plaza,25.661689,-80.387002
30601,Ridgefield Service Plaza,40.822829,-74.029751
30602,Secaucus Service Plaza,40.769931,-74.065139
30603,Woodbridge Service Plaza,40.560036,-74.264506
30604,Cranbury Service Plaza,40.321223,-74.487969
30605,Hamilton Service Plaza,40.177824,-74.630862
30606,Cherry Hill Service Plaza,39.885929,-75.002589
30607,Oldmans Service Plaza,39.697838,-75.396589
30608,McPherson Rest Area,38.485946,-97.620935
30609,Sedgwick Rest Area,37.932165,-97.328887
30610,Richfield Rest Area,41.210356,-81.667575
30611,Saint Petersburg Rest Area,27.648418,-82.675581
30612,Terra Ceia Rest Area,27.584602,-82.61415
30613,Carleton Rest Area,42.042995,-83.355413
30614,South Holland Service Plaza,41.577885,-87.599578
30615,Emporia Service Plaza,38.471138,-96.184719
30616,Cedar Rapids Rest Area,41.867025,-91.670637
30617,Laurens Rest Area,34.542573,-81.96911
30618,Groveland Rest Area,42.727245,-77.831788
30619,Plainfield Service Plaza,41.754179,-71.878263
30620,Montville Service Plaza,41.473223,-72.117248
30621,Albrightsville Service Plaza,40.970033,-75.631402
30622,Allentown Service Plaza,40.574081,-75.557744
30623,Merrimac Rest Area,42.8235,-71.01313
30624,Chelmsford Rest Area,42.596665,-71.36901
30625,Bedford Rest Area,41.230957,-73.681503
30626,Longwood Rest Area,28.724718,-81.373653
30627,Polk City Rest Area,28.167614,-81.770875
30628,Sentinel Rest Area,32.849591,-113.264884
30629,Mohawk Rest Area,32.730131,-113.717141
30630,Winterhaven Rest Area,32.737321,-114.890493
30631,El Centro Rest Area,32.773595,-115.669846
30632,Lake City Rest Area,30.253744,-82.402639
30633,Lake City Rest Area,30.27421,-82.799839
30634,Lee Rest Area,30.367609,-83.249297
30635,Monticello Rest Area,30.444501,-83.733913
30636,Tallahassee Rest Area,30.483755,-84.388752
30637,Quincy Rest Area,30.626508,-84.892323
30638,Cottondale Rest Area,30.755512,-85.328342
30639,Crestview Rest Area,30.7262,-86.5066
30640,Milton Rest Area,30.610061,-86.978137
30641,Pensacola Welcome Center,30.543972,-87.350388
30642,Grand Bay Welcome Center,30.47726,-88.388554
30643,Gautier Rest Area,30.436991,-88.622187
30644,Vinton Welcome Center,30.137338,-93.678945
30645,Winnie Rest Area,29.837321,-94.608168
30646,Columbus Rest Area,29.693005,-96.609834
30647,Seguin Rest Area,29.614964,-97.799654
30648,Kerrville Rest Area,30.052787,-99.027434
30649,Sonora Rest Area,30.615253,-100.746426
30650,Bakersfield Rest Area,30.86177,-102.082844
30651,Fort Stockton Rest Area,30.938178,-103.310919
30652,Van Horn Rest Area,31.042859,-104.754147
30653,Fabens Rest Area,31.506239,-106.121378
30654,Anthony Welcome Center,31.982398,-106.584122
30655,Las Cruces Rest Area,32.281414,-106.866705
30656,Deming Rest Area,32.202904,-108.248525
30657,San Simon Rest Area,32.236048,-109.089598
30658,Dragoon Rest Area,32.059952,-110.076294
30659,Sacaton Rest Area,33.042324,-111.784886
30660,Tonopah Rest Area,33.51991,-113.070256
30661,Salome Rest Area,33.611983,-113.645963
30662,Quartzsite Rest Area,33.618335,-114.452768
30663,Indio Rest Area,33.677947,-115.965407
30664,Whitewater Rest Area,33.92142,-116.663922
30665,Redlands Rest Area,34.012327,-117.076957
30666,Dublin Rest Area,32.50831,-83.048168
30667,Lugoff Rest Area,34.199356,-80.662401
30668,North Augusta Welcome Center,33.534857,-82.004592
30669,Harlem Rest Area,33.497983,-82.335815
30670,Rutledge Rest Area,33.602364,-83.662364
30671,Tallapoosa Welcome Center,33.677783,-85.320216
30672,Cottondale Rest Area,33.188755,-87.325036
30673,Eutaw Rest Area,32.844543,-87.952006
30674,Cuba Welcome Center,32.449904,-88.396747
30675,Forest Rest Area,32.323732,-89.441745
30676,Choudrant Rest Area,32.531594,-92.473456
30677,Greenwood Welcome Center,32.450663,-94.001136
30678,Van Rest Area,32.513859,-95.686275
30679,Ranger Rest Area,32.456949,-98.644783
30680,Abilene Rest Area,32.427721,-99.581452
30681,Trent Rest Area,32.486555,-100.209578
30682,Coahoma Rest Area,32.300595,-101.259906
30683,Pyote Rest Area,31.538241,-103.067157
30684,Chattanooga Welcome Center,34.993409,-85.399285
30685,Jasper Rest Area,35.023998,-85.559099
30686,Monteagle Rest Area,35.24273,-85.858874
30687,Clarksville Welcome Center,36.636194,-87.334816
30688,Ladson Rest Area,32.98946,-80.085595
30689,Orangeburg Rest Area,33.500952,-80.77122
30690,Gaston Rest Area,33.838841,-81.023553
30691,Kinards Rest Area,34.4126,-81.706868
30692,Landrum Welcome Center,35.165878,-82.132749
30693,Fletcher Rest Area,35.426304,-82.529591
30694,Mars Hill Welcome Center,35.874066,-82.544752
30695,Social Hill Rest Area,34.350852,-92.891912
30696,Gurdon Rest Area,33.929319,-93.25968
30697,Texarkana Welcome Center,33.51692,-93.936351
30698,Cumby Rest Area,33.130387,-95.815236
30699,Benson Rest Area,35.435486,-78.534547
30700,Burlington Rest Area,36.062554,-79.535181
30701,Clemmons Rest Area,35.987894,-80.488059
30702,Claremont Rest Area,35.725295,-81.127115
30703,Marion Rest Area,35.639235,-82.018765
30704,Waterville Lake Welcome Center,35.70321,-83.040988
30705,Dandridge Rest Area,36.05182,-83.411397
30706,Crab Orchard Rest Area,35.9462,-84.944383
30707,Buffalo Valley Welcome Center,36.140187,-85.805912
30708,Dickson Rest Area,36.011032,-87.378662
30709,Holladay Rest Area,35.870259,-88.02166
30710,Jackson Rest Area,35.623702,-88.977279
30711,Forrest City Rest Area,34.998184,-90.86409
30712,White River Rest Area,34.835591,-91.468312
30713,Knoxville Rest Area,35.367582,-93.345213
30714,Ozark Rest Area,35.520268,-93.85158
30715,Van Buren Welcome Center,35.458834,-94.398593
30716,Sallisaw Rest Area,35.406774,-94.681341
30717,Erick Welcome Center,35.227537,-99.828431
30718,Alanreed Rest Area,35.179042,-100.830084
30719,Newkirk Rest Area,35.068035,-104.238607
30720,Santa Rosa Rest Area,34.980544,-105.085957
30721,Moriarty Rest Area,35.004536,-105.851188
30722,Gallup Welcome Center,35.397407,-109.004407
30723,Winslow Rest Area,35.104696,-111.004952
30724,Yucca Rest Area,34.831103,-114.143797
30725,Essex Rest Area,34.808178,-115.219012
30726,Newberry Springs Rest Area,34.80012,-116.524862
30727,Saint Clair Rest Area,38.315563,-91.048259
30728,Rolla Rest Area,37.944713,-91.909799
30729,Conway Welcome Center,37.47283,-92.856783
30730,Mount Vernon Rest Area,37.138349,-93.722708
30731,Joplin Welcome Center,37.002937,-94.584136
30732,Vinita Service Plaza,36.622521,-95.147401
30733,Stroud Service Plaza,35.7519,-96.689506
30734,Chandler Service Plaza,35.719373,-96.880451
30735,Chickasha Service Plaza,35.082074,-97.889129
30736,Walters Service Plaza,34.370398,-98.409565
30737,New Kent Welcome Center,37.496891,-77.043425
30738,Goochland Rest Area,37.700143,-77.749124
30739,Afton Rest Area,38.045354,-78.764661
30740,Covington Welcome Center,37.810386,-80.188933
30741,Burnwell Rest Area,38.068449,-81.38093
30742,Hurricane Rest Area,38.449188,-81.997891
30743,Huntington Welcome Center,38.392278,-82.422321
30744,Grayson Rest Area,38.356655,-82.898626
30745,Morehead Rest Area,38.236366,-83.438658
30746,Winchester Rest Area,38.020582,-84.14072
30747,Midway Rest Area,38.168888,-84.766263
30748,Shelbyville Welcome Center,38.204115,-85.329382
30749,Dale Rest Area,38.194368,-86.948782
30750,Griffin Welcome Center,38.193729,-87.85924
30751,Mount Vernon Rest Area,38.273569,-88.849578
30752,Mascoutah Rest Area,38.548567,-89.773042
30753,Manassas Rest Area,38.808068,-77.494056
30754,Hancock Rest Area,39.71585,-78.280976
30755,Friendsville Welcome Center,39.676958,-79.375492
30756,Myersville Welcome Center,39.528275,-77.604031
30757,Emmaville Rest Area,39.921228,-78.235475
30758,Bedford Service Plaza,40.030199,-78.493432
30759,Somerset Service Plaza,39.999261,-79.046414
30760,Claysville Welcome Center,40.115963,-80.441195
30761,Belmont Rest Area,40.063546,-81.014219
30762,Cambridge Rest Area,40.039323,-81.39372
30763,Buckeye Lake Rest Area,39.945718,-82.452535
30764,Springfield Rest Area,39.940139,-83.531823
30765,New Paris Welcome Center,39.827954,-84.760833
30766,Greenfield Rest Area,39.824643,-85.703886
30767,Plainfield Rest Area,39.65222,-86.396864
30768,West Terre Haute Welcome Center,39.441711,-87.500439
30769,Altamont Rest Area,39.065484,-88.674207
30770,Highland Welcome Center,38.785202,-89.703147
30771,Wright City Rest Area,38.827003,-91.054093
30772,Boonville Rest Area,38.936023,-92.72593
30773,Concordia Rest Area,38.992719,-93.586738
30774,Lawrence Service Plaza,39.019812,-95.135623
30775,Topeka Service Plaza,39.019547,-95.508804
30776,Paxico Rest Area,39.059099,-96.120992
30777,Manhattan Rest Area,39.06522,-96.614359
30778,Solomon Rest Area,38.926014,-97.394571
30779,Ellsworth Rest Area,38.855564,-98.124151
30780,Ogallah Rest Area,38.998356,-99.805066
30781,Grainfield Rest Area,39.099096,-100.42859
30782,Colby Rest Area,39.365133,-101.155623
30783,Goodland Welcome Center,39.327979,-101.902753
30784,Glenwood Springs Rest Area,39.589342,-107.19036
30785,Crescent Junction Rest Area,38.938484,-109.827442
30786,Green River Rest Area,38.932527,-110.472395
30787,Emery Rest Area,38.862484,-110.812332
30788,Emery Rest Area,38.849169,-110.925744
30789,Emery Rest Area,38.828825,-111.114637
30790,Argenta Rest Area,39.992367,-88.782905
30791,Lizton Rest Area,39.899827,-86.55486
30792,Covington Welcome Center,40.116524,-87.504893
30793,Farmer City Rest Area,40.273236,-88.67622
30794,Congerville Rest Area,40.612341,-89.245074
30795,Gilson Rest Area,40.878253,-90.092552
30796,Alpha Rest Area,41.233781,-90.332777
30797,Wayne Service Plaza,40.083221,-75.439922
30798,Bowmansville Service Plaza,40.202419,-76.015566
30799,Middletown Service Plaza,40.209962,-76.743319
30800,Plainfield Service Plaza,40.205307,-77.287696
30801,Harrisonville Service Plaza,40.058987,-78.081651
30802,Bedford Service Plaza,40.030199,-78.493432
30803,Somerset Service Plaza,39.999261,-79.046414
30804,Verona Service Plaza,40.521182,-79.813902
30805,Petersburg Service Plaza,40.938806,-80.587123
30806,Ravenna Rest Area,41.104344,-81.112961
30807,Columbia Welcome Center,40.926984,-75.039602
30808,Columbia Rest Area,40.970209,-75.128363
30809,Scotrun Rest Area,41.064173,-75.35973
30810,White Haven Rest Area,41.055752,-75.822087
30811,Mifflinville Rest Area,41.007482,-76.251058
30812,Danville Rest Area,40.990605,-76.7394
30813,Carroll Rest Area,41.049617,-77.152388
30814,Snow Shoe Rest Area,41.014599,-77.955806
30815,Emerickville Rest Area,41.140614,-78.955485
30816,Barkeyville Rest Area,41.202087,-79.956424
30817,West Middlesex Welcome Center,41.181303,-80.502201
30818,Windham Service Plaza,41.242536,-81.177827
30819,Broadview Heights Service Plaza,41.291612,-81.675789
30820,Amherst Service Plaza,41.377522,-82.225091
30821,Fremont Service Plaza,41.367844,-82.958857
30822,Genoa Service Plaza,41.489905,-83.369436
30823,West Unity Service Plaza,41.603486,-84.407646
30824,Howe Service Plaza,41.745223,-85.329333
30825,Elkhart Service Plaza,41.731451,-86.004837
30826,Rolling Prairie Service Plaza,41.705899,-86.62142
30827,Portage Service Plaza,41.587012,-87.217396
30828,South Holland Service Plaza,41.577885,-87.599578
30829,Minooka Rest Area,41.431351,-88.345285
30830,Princeton Rest Area,41.393801,-89.566444
30831,Rapids City Welcome Center,41.570766,-90.363902
30832,Davenport Rest Area,41.595896,-90.491072
30833,Wilton Rest Area,41.639498,-91.054148
30834,Tiffin Rest Area,41.693674,-91.682328
30835,Victor Rest Area,41.695167,-92.230261
30836,Grinnell Rest Area,41.69386,-92.77331
30837,Mitchellville Rest Area,41.679879,-93.394694
30838,Adair Rest Area,41.496374,-94.561798
30839,Underwood Welcome Center,41.401453,-95.658637
30840,Ashland Rest Area,41.002075,-96.318371
30841,Milford Rest Area,40.821548,-97.061017
30842,York Rest Area,40.820764,-97.642548
30843,Grand Island Rest Area,40.822916,-98.3263
30844,Kearney Rest Area,40.670563,-99.157425
30845,Cozad Rest Area,40.81569,-99.914041
30846,Brady Rest Area,41.0298,-100.457301
30847,Sutherland Rest Area,41.139016,-101.096737
30848,Ogallala Rest Area,41.10725,-101.75685
30849,Sidney Rest Area,41.154635,-103.090452
30850,Rock Springs Rest Area,41.644574,-108.547833
30851,Echo Rest Area,40.989824,-111.40283
30852,Grantsville Rest Area,40.755477,-113.018192
30853,Wendover Rest Area,40.737679,-113.857194
30854,Beowawe Rest Area,40.681493,-116.479088
30855,Truckee Rest Area,39.341109,-120.339999
30856,Yakima Rest Area,46.697683,-120.443672
30857,West Willington Rest Area,41.892141,-72.297665
30858,Southington Rest Area,41.572336,-72.904588
30859,Danbury Welcome Center,41.388999,-73.519753
30860,Stormville Rest Area,41.546561,-73.722264
30861,Middletown Rest Area,41.425033,-74.39558
30862,Greentown Rest Area,41.356416,-75.221347
30863,Morgan Rest Area,41.13915,-111.847493
30864,Brigham City Rest Area,41.552389,-112.07043
30865,Stone Rest Area,42.074757,-112.911388
30866,Declo Rest Area,42.50463,-113.409131
30867,Bliss Rest Area,42.937953,-115.072568
30868,Boise Rest Area,43.477575,-116.107447
30869,Fruitland Welcome Center,43.93593,-116.935897
30870,Baker City Rest Area,44.914198,-117.821112
30871,La Grande Rest Area,45.234936,-118.014866
30872,Stanfield Rest Area,45.770232,-119.251556
30873,Boardman Rest Area,45.831493,-119.768251
30874,Mosier Rest Area,45.694709,-121.342935
30875,Wyeth Turnout,45.688454,-121.690315
30876,Roscoe Rest Area,41.926158,-74.86416
30877,Nichols Rest Area,42.022551,-76.417109
30878,Campbell Rest Area,42.243562,-77.198736
30879,Friendship Rest Area,42.224131,-78.100723
30880,Bemus Point Welcome Center,42.134382,-79.348355
30881,American Falls Rest Area,42.613846,-113.145688
30882,Sidney Rest Area,42.325542,-75.289868
30883,DeKalb Service Plaza,41.900182,-88.739259
30884,Natick Service Plaza,42.311635,-71.364576
30885,Charlton Service Plaza,42.139653,-72.024991
30886,Ludlow Service Plaza,42.169109,-72.454197
30887,Blandford Service Plaza,42.194564,-72.934252
30888,Lee Service Plaza,42.296963,-73.275089
30889,Schenectady Service Plaza,42.743907,-73.918581
30890,Amsterdam Service Plaza,42.914763,-74.162581
30891,Little Falls Service Plaza,43.01589,-74.803631
30892,Oneida Service Plaza,43.125089,-75.414672
30893,Syracuse Service Plaza,43.091088,-76.10098
30894,Port Byron Service Plaza,43.023769,-76.671116
30895,Clifton Springs Service Plaza,42.972746,-77.173593
30896,Scottsville Service Plaza,43.041019,-77.715246
30897,Batavia Service Plaza,43.011708,-78.329054
30898,Angola Service Plaza,42.635695,-78.989117
30899,West Springfield Welcome Center,41.941766,-80.472716
30900,Mentor Rest Area,41.650356,-81.289874
30901,Amherst Service Plaza,41.377522,-82.225091
30902,Fremont Service Plaza,41.367844,-82.958857
30903,Genoa Service Plaza,41.489905,-83.369436
30904,West Unity Service Plaza,41.603486,-84.407646
30905,Howe Service Plaza,41.745223,-85.329333
30906,Elkhart Service Plaza,41.731451,-86.004837
30907,Rolling Prairie Service Plaza,41.705899,-86.62142
30908,Portage Service Plaza,41.587012,-87.217396
30909,Des Plaines Service Plaza,42.01399,-87.92676
30910,Belvidere Service Plaza,42.233626,-88.834562
30911,South Beloit Welcome Center,42.480351,-88.997208
30912,Janesville Rest Area,42.768654,-89.006713
30913,Poynette Rest Area,43.428869,-89.483297
30914,Lyndon Station Rest Area,43.757462,-89.967499
30915,La Crosse Welcome Center,43.859087,-91.270624
30916,Lewiston Rest Area,43.931693,-91.852673
30917,Stewartville Rest Area,43.809904,-92.58153
30918,Albert Lea Rest Area,43.669427,-93.284027
30919,Blue Earth Rest Area,43.658978,-94.112031
30920,Jackson Rest Area,43.635571,-95.083022
30921,Adrian Rest Area,43.636944,-95.98127
30922,Beaver Creek Welcome Center,43.607409,-96.462274
30923,Valley Springs Rest Area,43.607409,-96.462274
30924,Salem Rest Area,43.666044,-97.421768
30925,White Lake Rest Area,43.708083,-98.626242
30926,Chamberlain Rest Area,43.786153,-99.339461
30927,Presho Rest Area,43.911683,-100.199858
30928,Belvidere Rest Area,43.82025,-101.232123
30929,Wasta Rest Area,44.062779,-102.44007
30930,Spearfish Welcome Center,44.545435,-104.034224
30931,Hardin Rest Area,45.782484,-108.002706
30932,Columbus Rest Area,45.598325,-109.064795
30933,Greycliff Rest Area,45.734364,-109.757708
30934,Bearmouth Rest Area,46.703269,-113.338656
30935,Superior Rest Area,47.076061,-114.76698
30936,Saltese Rest Area,47.419631,-115.62897
30937,Post Falls Welcome Center,47.707957,-116.865301
30938,Sprague Rest Area,47.289457,-118.034499
30939,Schrag Rest Area,47.085175,-118.844808
30940,Moses Lake Rest Area,47.103456,-119.626789
30941,Ellensburg Rest Area,46.941588,-120.203572
30942,Cle Elum Rest Area,47.160827,-120.849314
30943,Adair Rest Area,42.79027,-82.65902
30944,Chelsea Rest Area,42.293915,-84.000509
30945,Sandstone Rest Area,42.268205,-84.492808
30946,Battle Creek Rest Area,42.26355,-85.219627
30947,New Buffalo Welcome Center,41.764804,-86.740937
30948,Lake Forest Service Plaza,42.252947,-87.901358
30949,Lake Mills Rest Area,43.085815,-88.874585
30950,Poynette Rest Area,43.428869,-89.483297
30951,Lyndon Station Rest Area,43.757462,-89.967499
30952,Black River Falls Rest Area,44.226078,-90.707489
30953,Menomonie Rest Area,44.907059,-91.906716
30954,Osseo Rest Area,45.111718,-93.473711
30955,Monticello Rest Area,45.34971,-93.90709
30956,Avon Rest Area,45.603161,-94.483115
30957,Alexandria Rest Area,45.868276,-95.450928
30958,Moorhead Welcome Center,46.845471,-96.741149
30959,Casselton Turnout,46.875053,-97.297809
30960,Oriska Rest Area,46.919493,-97.750667
30961,Jamestown Rest Area,46.891858,-98.798814
30962,Medina Rest Area,46.879965,-99.491588
30963,Bismarck Rest Area,46.836226,-100.584004
30964,New Salem Rest Area,46.860228,-101.603365
30965,Hathaway Rest Area,46.26117,-106.279792
30966,Hysham Rest Area,46.218061,-107.250059
