id,name,latitude,longitude
30967,Custer Rest Area,46.063339,-107.709103
30968,Howell Rest Area,42.604292,-83.957701
30969,Grand Ledge Rest Area,42.797571,-84.715366
30970,Saranac Rest Area,42.87801,-85.159489
30971,Walker Rest Area,43.024961,-85.780289
30972,Dyersburg Welcome Center,36.071098,-89.469669
30973,Wareham Rest Area,41.751201,-70.748174
30974,Zeeland Rest Area,42.823672,-85.927194
30975,Glenn Rest Area,42.503693,-86.217805
30976,Dix Hills Welcome Center,40.802774,-73.317417
30977,Missouri Valley Rest Area,41.493014,-95.840325
30978,Longwood Rest Area,28.701811,-81.384902
30979,Polk City Rest Area,28.174015,-81.766798
30980,Sentinel Rest Area,32.85463,-113.253125
30981,Mohawk Rest Area,32.731702,-113.715234
30982,Winterhaven Rest Area,32.737321,-114.890493
30983,El Centro Rest Area,32.774458,-115.66863
30984,Lake City Rest Area,30.254718,-82.400665
30985,Lake City Rest Area,30.273388,-82.78382
30986,Lee Rest Area,30.368702,-83.243773
30987,Monticello Rest Area,30.446907,-83.7305
30988,Tallahassee Rest Area,30.485264,-84.384797
30989,Quincy Rest Area,30.626508,-84.892323
30990,Cottondale Rest Area,30.757964,-85.322272
30991,Crestview Rest Area,30.727561,-86.507892
30992,Milton Rest Area,30.611961,-86.978054
30993,Seminole Welcome Center,30.577902,-87.42195
30994,Moss Point Welcome Center,30.462215,-88.434259
30995,Gautier Rest Area,30.438585,-88.619195
30996,Slidell Welcome Center,30.299478,-89.71179
30997,Orange Welcome Center,30.123307,-93.713529
30998,Winnie Rest Area,29.8399,-94.608684
30999,Columbus Rest Area,29.693725,-96.610148
31000,Seguin Rest Area,29.616403,-97.805764
31001,Kerrville Rest Area,30.054299,-99.026139
31002,Sonora Rest Area,30.615959,-100.745135
31003,Bakersfield Rest Area,30.855999,-102.069862
31004,Fort Stockton Rest Area,30.938721,-103.308633
31005,Van Horn Rest Area,31.04354,-104.752556
31006,Fabens Rest Area,31.504292,-106.116381
31007,Anthony Welcome Center,32.006422,-106.581689
31008,Deming Rest Area,32.224942,-108.12297
31009,San Simon Rest Area,32.238929,-109.08682
31010,Dragoon Rest Area,32.060585,-110.077955
31011,Sacaton Rest Area,33.028356,-111.771814
31012,Tonopah Rest Area,33.52099,-113.06733
31013,Salome Rest Area,33.613981,-113.645069
31014,Quartzsite Rest Area,33.621213,-114.447181
31015,Indio Rest Area,33.678652,-115.962515
31016,Whitewater Rest Area,33.923212,-116.664154
31017,Beaumont Rest Area,33.958143,-117.019396
31018,Dublin Rest Area,32.505573,-83.017952
31019,Lugoff Rest Area,34.201654,-80.661499
31020,Augusta Welcome Center,33.527298,-82.023205
31021,Harlem Rest Area,33.499638,-82.327833
31022,Rutledge Rest Area,33.580278,-83.577286
31023,Heflin Welcome Center,33.66945,-85.372332
31024,Cottondale Rest Area,33.191071,-87.325271
31025,Eutaw Rest Area,32.857607,-87.941263
31026,Toomsuba Welcome Center,32.410791,-88.534381
31027,Morton Rest Area,32.305577,-89.699153
31028,Tallulah Welcome Center,32.325443,-90.98985
31029,Choudrant Rest Area,32.529689,-92.448345
31030,Waskom Welcome Center,32.463508,-94.044905
31031,Van Rest Area,32.515262,-95.686886
31032,Ranger Rest Area,32.491062,-98.550927
31033,Abilene Rest Area,32.427278,-99.57362
31034,Trent Rest Area,32.48736,-100.208727
31035,Westbrook Rest Area,32.343018,-101.062769
31036,Pyote Rest Area,31.540414,-103.069812
31037,Jasper Welcome Center,35.026392,-85.557618
31038,Monteagle Rest Area,35.24443,-85.860505
31039,Trenton Welcome Center,36.649621,-87.351598
31040,Orangeburg Rest Area,33.480951,-80.755576
31041,Gaston Rest Area,33.839189,-81.022344
31042,Kinards Rest Area,34.413485,-81.705624
31043,Columbus Welcome Center,35.235662,-82.20218
31044,Fletcher Rest Area,35.427074,-82.528134
31045,Social Hill Rest Area,34.350852,-92.891912
31046,Gurdon Rest Area,33.939315,-93.249702
31047,Texarkana Welcome Center,33.471021,-94.056555
31048,Cumby Rest Area,33.133073,-95.821308
31049,Benson Rest Area,35.438692,-78.53258
31050,Burlington Rest Area,36.064914,-79.534247
31051,Clemmons Rest Area,35.989727,-80.489093
31052,Claremont Rest Area,35.730057,-81.12752
31053,Marion Rest Area,35.640313,-82.017397
31054,Waterville Lake Rest Area,35.70161,-83.041033
31055,Hartford Welcome Center,35.819205,-83.158848
31056,Dandridge Rest Area,36.034452,-83.322682
31057,Crab Orchard Rest Area,35.928396,-84.91353
31058,Buffalo Valley Welcome Center,36.140187,-85.805912
31059,Dickson Rest Area,36.012566,-87.379477
31060,Holladay Rest Area,35.870291,-88.004059
31061,Jackson Rest Area,35.628206,-88.967884
31062,Stanton Rest Area,35.409217,-89.388563
31063,Forrest City Rest Area,35.038958,-90.759089
31064,White River Rest Area,34.837622,-91.469027
31065,Big Piney Rest Area,35.336807,-93.28507
31066,Ozark Rest Area,35.518179,-93.837155
31067,Sallisaw Welcome Center,35.430926,-94.717222
31068,Alanreed Rest Area,35.196996,-100.802499
31069,Bard Welcome Center,35.184021,-103.048839
31070,Newkirk Rest Area,35.06947,-104.238951
31071,Santa Rosa Rest Area,34.981846,-105.081071
31072,Moriarty Rest Area,35.005993,-105.844355
31073,Winslow Rest Area,35.104029,-110.992539
31074,Yucca Rest Area,34.83158,-114.146137
31075,Essex Rest Area,34.810372,-115.219743
31076,Newberry Springs Rest Area,34.801593,-116.521338
31077,Saint Clair Rest Area,38.316793,-91.044568
31078,Rolla Rest Area,37.946021,-91.9097
31079,Conway Welcome Center,37.475265,-92.857416
31080,Mount Vernon Rest Area,37.141069,-93.720734
31081,Joplin Turnout,37.003721,-94.585858
31082,Miami Welcome Center,36.875383,-94.846042
31083,Vinita Service Plaza,36.623967,-95.148464
31084,Stroud Service Plaza,35.7519,-96.689506
31085,Chickasha Service Plaza,35.082074,-97.889129
31086,Walters Service Plaza,34.370398,-98.409565
31087,New Kent Rest Area,37.499182,-77.043407
31088,Goochland Rest Area,37.705506,-77.76326
31089,Charlottesville Rest Area,38.034684,-78.628314
31090,Fairfield Rest Area,37.875581,-79.309405
31091,White Sulphur Springs Welcome Center,37.785979,-80.30046
31092,Burnwell Service Plaza,38.102196,-81.383019
31093,Hurricane Rest Area,38.449386,-82.000616
31094,Grayson Welcome Center,38.35229,-82.911606
31095,Morehead Rest Area,38.230633,-83.443558
31096,Midway Rest Area,38.170284,-84.765975
31097,Dale Rest Area,38.197146,-86.947644
31098,Grayville Rest Area,38.232187,-87.989502
31099,Mount Vernon Rest Area,38.276234,-88.801318
31100,Mascoutah Rest Area,38.548846,-89.763218
31101,Manassas Welcome Center,38.809126,-77.49429
31102,Hancock Rest Area,39.718119,-78.280284
31103,Bruceton Mills Welcome Center,39.66393,-79.495197
31104,Myersville Welcome Center,39.52527,-77.600688
31105,Warfordsburg Welcome Center,39.736821,-78.181031
31106,Bedford Service Plaza,40.030632,-78.491897
31107,Somerset Service Plaza,40.000161,-79.044351
31108,New Stanton Service Plaza,40.20611,-79.566247
31109,Valley Grove Welcome Center,40.091527,-80.536198
31110,Belmont Welcome Center,40.064571,-81.011096
31111,Zanesville Rest Area,39.973482,-81.859236
31112,Buckeye Lake Rest Area,39.947345,-82.452937
31113,Springfield Rest Area,39.941707,-83.532702
31114,New Paris Rest Area,39.829267,-84.759273
31115,Centerville Welcome Center,39.860318,-85.026076
31116,Greenfield Rest Area,39.826332,-85.703949
31117,Plainfield Rest Area,39.654029,-86.40063
31118,Marshall Welcome Center,39.422777,-87.661278
31119,Altamont Rest Area,39.067758,-88.670429
31120,Highland Rest Area,38.788371,-89.687751
31121,Wright City Rest Area,38.829076,-91.050168
31122,Boonville Rest Area,38.938065,-92.729241
31123,Concordia Rest Area,38.994383,-93.586771
31124,Lawrence Service Plaza,39.019812,-95.135623
31125,Topeka Service Plaza,39.019547,-95.508804
31126,Paxico Rest Area,39.060267,-96.12134
31127,Manhattan Rest Area,39.066923,-96.622324
31128,Solomon Rest Area,38.927414,-97.394341
31129,Ellsworth Rest Area,38.857103,-98.133394
31130,Ogallah Rest Area,38.996363,-99.789043
31131,Grainfield Rest Area,39.099969,-100.426172
31132,Colby Rest Area,39.36643,-101.149966
31133,Goodland Rest Area,39.329937,-101.915756
31134,Burlington Welcome Center,39.29649,-102.266127
31135,Harley Dome Rest Area,39.188958,-109.116612
31136,Thompson Welcome Center,38.951967,-109.685494
31137,Green River Rest Area,38.920944,-110.431061
31138,Green River Rest Area,38.939745,-110.482009
31139,Emery Rest Area,38.864002,-110.813098
31140,Emery Rest Area,38.832705,-111.112282
31141,Argenta Rest Area,39.988812,-88.787641
31142,Batesville Rest Area,39.289012,-85.168744
31143,Lizton Rest Area,39.901372,-86.554256
31144,Oakwood Welcome Center,40.129712,-87.744199
31145,Farmer City Rest Area,40.271109,-88.670026
31146,Congerville Rest Area,40.611396,-89.232609
31147,Gilson Rest Area,40.880146,-90.089174
31148,Alpha Rest Area,41.213966,-90.330971
31149,King of Prussia Service Plaza,40.089701,-75.371165
31150,Glenmoore Service Plaza,40.121835,-75.776465
31151,Hershey Service Plaza,40.208107,-76.574378
31152,Newburg Service Plaza,40.165929,-77.596977
31153,Harrisonville Service Plaza,40.058987,-78.081651
31154,Bedford Service Plaza,40.030632,-78.491897
31155,Somerset Service Plaza,40.000161,-79.044351
31156,New Stanton Service Plaza,40.20611,-79.566247
31157,Petersburg Service Plaza,40.940465,-80.585937
31158,Ravenna Rest Area,41.105776,-81.113349
31159,Easton Welcome Center,40.675272,-75.201383
31160,Columbia Rest Area,40.970209,-75.128363
31161,Mifflinville Rest Area,41.009974,-76.248442
31162,Danville Rest Area,40.990653,-76.725345
31163,Carroll Rest Area,41.052202,-77.158578
31164,Snow Shoe Rest Area,41.019297,-77.953152
31165,Emerickville Rest Area,41.149011,-78.94145
31166,Barkeyville Rest Area,41.202522,-79.945539
31167,Windham Service Plaza,41.244576,-81.175848
31168,Broadview Heights Service Plaza,41.292371,-81.67124
31169,Amherst Service Plaza,41.379787,-82.222572
31170,Fremont Service Plaza,41.369144,-82.956234
31171,Genoa Service Plaza,41.490829,-83.367794
31172,West Unity Service Plaza,41.605494,-84.407547
31173,Howe Service Plaza,41.746721,-85.328704
31174,Elkhart Service Plaza,41.733046,-86.005022
31175,Rolling Prairie Service Plaza,41.706912,-86.623179
31176,Portage Service Plaza,41.588713,-87.216729
31177,South Holland Service Plaza,41.579603,-87.59915
31178,Minooka Rest Area,41.44715,-88.32837
31179,Princeton Rest Area,41.393607,-89.55926
31180,Davenport Rest Area,41.597451,-90.478979
31181,Wilton Welcome Center,41.642015,-91.054416
31182,Tiffin Rest Area,41.694967,-91.680127
31183,Victor Rest Area,41.696488,-92.231831
31184,Grinnell Rest Area,41.696019,-92.772511
31185,Mitchellville Rest Area,41.681055,-93.390032
31186,Adair Rest Area,41.49726,-94.572541
31187,Underwood Rest Area,41.403816,-95.658701
31188,Gretna Rest Area,41.084228,-96.275475
31189,Seward Rest Area,40.822921,-97.170871
31190,York Rest Area,40.822601,-97.557027
31191,Grand Island Rest Area,40.821634,-98.295317
31192,Kearney Rest Area,40.670804,-99.121655
31193,Cozad Rest Area,40.811521,-99.900718
31194,Brady Rest Area,41.034618,-100.466154
31195,Sutherland Rest Area,41.141214,-101.090085
31196,Ogallala Rest Area,41.119769,-101.603841
31197,Sidney Rest Area,41.113734,-102.924693
31198,Rock Springs Rest Area,41.642109,-108.532305
31199,Echo Welcome Center,40.989612,-111.405872
31200,Grantsville Rest Area,40.762177,-113.010297
31201,Wendover Rest Area,40.740414,-113.851907
31202,Beowawe Rest Area,40.679686,-116.473209
31203,Wadsworth Rest Area,39.603003,-119.33669
31204,Truckee Rest Area,39.342623,-120.340175
31205,Vallejo Rest Area,38.151805,-122.217265
31206,Yakima Rest Area,46.711384,-120.415864
31207,West Willington Welcome Center,41.893889,-72.296969
31208,Stormville Rest Area,41.548111,-73.723294
31209,Wallkill Rest Area,41.478962,-74.297336
31210,Greentown Rest Area,41.35898,-75.220188
31211,Morgan Rest Area,41.138302,-111.796879
31212,Perry Rest Area,41.466987,-112.053217
31213,Stone Rest Area,42.072758,-112.905111
31214,Declo Rest Area,42.505039,-113.407566
31215,Bliss Rest Area,42.939822,-115.073186
31216,Boise Rest Area,43.479549,-116.106674
31217,Ontario Welcome Center,44.016257,-116.943944
31218,Baker City Rest Area,44.91403,-117.819087
31219,La Grande Rest Area,45.235574,-118.012067
31220,Stanfield Rest Area,45.771921,-119.251049
31221,Boardman Rest Area,45.832911,-119.768478
31222,Mosier Rest Area,45.695677,-121.338376
31223,Hood River Rest Area,45.703997,-121.476678
31224,East Branch Rest Area,41.993595,-75.160797
31225,Owego Rest Area,42.086556,-76.279935
31226,Bath Rest Area,42.372111,-77.353556
31227,Allegany Rest Area,42.096063,-78.535819
31228,American Falls Rest Area,42.697134,-112.95834
31229,East Worcester Rest Area,42.608848,-74.685294
31230,DeKalb Service Plaza,41.900182,-88.739259
31231,Framingham Service Plaza,42.312276,-71.42843
31232,Westborough Service Plaza,42.245366,-71.592017
31233,Charlton Service Plaza,42.156367,-71.964105
31234,Ludlow Service Plaza,42.170912,-72.455686
31235,Blandford Service Plaza,42.195333,-72.932548
31236,Lee Service Plaza,42.298397,-73.27426
31237,Amsterdam Service Plaza,42.896728,-74.096821
31238,Fultonville Welcome Center,42.91624,-74.44577
31239,Little Falls Service Plaza,43.017056,-74.802636
31240,Frankfort Service Plaza,43.076284,-75.102939
31241,Canastota Service Plaza,43.096045,-75.841601
31242,Warners Service Plaza,43.09204,-76.319328
31243,Phelps Service Plaza,42.959158,-76.917782
31244,Victor Service Plaza,42.999013,-77.413249
31245,Le Roy Service Plaza,43.030848,-77.906547
31246,Clarence Service Plaza,42.952661,-78.602725
31247,Angola Service Plaza,42.635695,-78.989117
31248,North East Welcome Center,42.248824,-79.767501
31249,Conneaut Welcome Center,41.925152,-80.551081
31250,Mentor Rest Area,41.655072,-81.283502
31251,Amherst Service Plaza,41.379787,-82.222572
31252,Fremont Service Plaza,41.369144,-82.956234
31253,Genoa Service Plaza,41.490829,-83.367794
31254,West Unity Service Plaza,41.605494,-84.407547
31255,Howe Service Plaza,41.746721,-85.328704
31256,Elkhart Service Plaza,41.733046,-86.005022
31257,Rolling Prairie Service Plaza,41.706912,-86.623179
31258,Portage Service Plaza,41.588713,-87.216729
31259,Des Plaines Service Plaza,42.015668,-87.926029
31260,Belvidere Service Plaza,42.233626,-88.834562
31261,Beloit Welcome Center,42.505442,-88.984351
31262,Poynette Rest Area,43.425051,-89.47654
31263,Lyndon Station Rest Area,43.750844,-89.949061
31264,Sparta Rest Area,43.910222,-90.880831
31265,La Crescent Welcome Center,43.859475,-91.304506
31266,Eyota Rest Area,43.956257,-92.284993
31267,Albert Lea Rest Area,43.660894,-93.114112
31268,Blue Earth Rest Area,43.663539,-94.117221
31269,Jackson Rest Area,43.640451,-95.02071
31270,Adrian Rest Area,43.638328,-95.966765
31271,Valley Springs Welcome Center,43.61014,-96.4613
31272,Salem Rest Area,43.667133,-97.415223
31273,White Lake Rest Area,43.709342,-98.616143
31274,Chamberlain Rest Area,43.786153,-99.339461
31275,Presho Rest Area,43.898814,-100.14739
31276,Belvidere Rest Area,43.853381,-101.204014
31277,Wasta Rest Area,44.064675,-102.434631
31278,Hardin Rest Area,45.780471,-108.000459
31279,Columbus Rest Area,45.60054,-109.066058
31280,Greycliff Rest Area,45.735742,-109.756769
31281,Bearmouth Rest Area,46.703166,-113.345633
31282,Superior Rest Area,47.073695,-114.764884
31283,Saltese Rest Area,47.419502,-115.624881
31284,Post Falls Rest Area,47.710172,-116.866492
31285,Sprague Rest Area,47.295924,-118.032102
31286,Schrag Rest Area,47.087108,-118.845477
31287,Moses Lake Rest Area,47.104295,-119.615411
31288,Ellensburg Rest Area,46.947269,-120.209264
31289,Cle Elum Rest Area,47.161396,-120.842909
31290,Port Huron Welcome Center,42.988911,-82.474104
31291,Richmond Rest Area,42.743085,-82.720054
31292,Belleville Rest Area,42.220339,-83.519626
31293,Grass Lake Rest Area,42.293062,-84.215091
31294,Marshall Rest Area,42.283547,-84.913752
31295,Galesburg Rest Area,42.271794,-85.442886
31296,Watervliet Rest Area,42.181309,-86.239952
31297,Michigan City Welcome Center,41.735313,-86.793565
31298,Lake Forest Service Plaza,42.252947,-87.901358
31299,Johnson Creek Rest Area,43.087323,-88.823486
31300,Poynette Rest Area,43.425051,-89.47654
31301,Lyndon Station Rest Area,43.750844,-89.949061
31302,Black River Falls Rest Area,44.247227,-90.737999
31303,Menomonie Rest Area,44.90841,-91.908833
31304,Lakeland Welcome Center,44.951269,-92.820548
31305,Clearwater Rest Area,45.418633,-94.072129
31306,Avon Rest Area,45.604401,-94.476704
31307,Alexandria Rest Area,45.837239,-95.344195
31308,Dalton Rest Area,46.132792,-95.922238
31309,Mapleton Turnout,46.877854,-97.087888
31310,Oriska Rest Area,46.919493,-97.750667
31311,Jamestown Rest Area,46.892987,-98.804099
31312,Medina Rest Area,46.874272,-99.439985
31313,Bismarck Rest Area,46.837871,-100.583641
31314,New Salem Rest Area,46.862559,-101.590801
31315,Wibaux Welcome Center,46.990292,-104.179287
31316,Hathaway Rest Area,46.269031,-106.306355
31317,Hysham Rest Area,46.219206,-107.251052
31318,Custer Rest Area,46.089937,-107.660189
31319,Okemos Rest Area,42.677244,-84.405327
31320,Portland Rest Area,42.84908,-84.855165
31321,Fruitport Rest Area,43.093473,-86.097551
31322,Saugatuck Rest Area,42.705708,-86.167978
31323,King of Prussia Service Plaza,40.089927,-75.371048
31324,Missouri Valley Rest Area,41.49875,-95.795795
31325,Missouri Valley Rest Area,41.496071,-95.866367
31326,Canyonville Rest Area,42.942,-123.2926
31327,Gold Hill Rest Area,42.41185,-123.128455
31328,Yreka Rest Area,41.8547,-122.5727
31329,Anderson Welcome Center,40.4325,-122.2858
31330,Pine Valley Rest Area,32.757946,-116.48399
31331,Ponce de Leon Rest Area,30.712901,-85.930074
31332,Pearlington Welcome Center,30.312941,-89.599648
31333,Breaux Bridge Welcome Center,30.341553,-91.722768
31334,Lordsburg Welcome Center,32.352276,-108.742856
31335,Blythe Rest Area,33.610134,-114.90085
31336,Sweetgrass Rest Area,48.993179,-111.960898
31337,Conrad Rest Area,48.181889,-111.931109
31338,Lima Rest Area,44.630934,-112.589264
31339,Dubois Rest Area,44.179706,-112.238677
31340,McCammon Rest Area,42.659996,-112.206658
31341,Springville Rest Area,40.187394,-111.641691
31342,Scipio Rest Area,39.255615,-112.117472
31343,Fillmore Rest Area,38.994338,-112.324461
31344,Cove Fort Rest Area,38.612887,-112.605455
31345,Beaver Rest Area,38.293006,-112.652907
31346,Mesquite Welcome Center,36.812139,-114.062637
31347,Lenwood Welcome Center,34.847071,-117.084527
31348,Black Canyon City Rest Area,34.186404,-112.134499
31349,Vicksburg Welcome Center,32.31163,-90.900457
31350,Paducah Welcome Center,37.051297,-88.653277
31351,Metropolis Welcome Center,37.159239,-88.679748
31352,Kaycee Rest Area,43.718533,-106.641751
31353,Wheatland Rest Area,42.234194,-105.01952
31354,Cheyenne Welcome Center,41.058196,-104.879056
31355,Fort Collins Welcome Center,40.565552,-105.007474
31356,Pueblo Rest Area,37.963825,-104.797099
31357,Trinidad Rest Area,37.225815,-104.494209
31358,Trinidad Welcome Center,37.169998,-104.510656
31359,Raton Welcome Center,36.885392,-104.439577
31360,Erwin Welcome Center,36.052784,-82.510353
31361,Kingsport Welcome Center,36.483453,-82.549326
31362,Summit Rest Area,45.402582,-97.014758
31363,Brookings Rest Area,44.154867,-96.756287
31364,Vermillion Welcome Center,42.784192,-96.78733
31365,Sioux City Welcome Center,42.491229,-96.417537
31366,Duluth Welcome Center,46.729456,-92.205494
31367,Northwood Welcome Center,43.445543,-93.354168
31368,Dows Rest Area,42.672232,-93.460252
31369,Lamoni Welcome Center,40.655596,-93.85375
31370,Lamoni Welcome Center,40.622934,-93.894777
31371,Laredo Welcome Center,27.759719,-99.437173
31372,Warsaw Rest Area,34.989647,-78.132648
31373,Memphis Welcome Center,35.149138,-90.054656
31374,West Memphis Welcome Center,35.164962,-90.172744
31375,Amarillo Welcome Center,35.191563,-101.725956
31376,Acomita Rest Area,35.072935,-107.555004
31377,Lupton Welcome Center,35.35304,-109.057842
31378,Wichita Falls Welcome Center,33.92392,-98.513344
31379,Boyce Welcome Center,31.362233,-92.591044
31380,Washington Rest Area,30.728283,-92.120217
31381,West Memphis Welcome Center,35.164962,-90.172744
31382,Beckley Service Plaza,37.802452,-81.212751
31383,Arriba Rest Area,39.281002,-103.271059
31384,Frisco Rest Area,39.527821,-106.218402
31385,Edwards Rest Area,39.645266,-106.590108
31386,Glenwood Springs Rest Area,39.614167,-107.139298
31387,Glenwood Springs Rest Area,39.560808,-107.252656
31388,Glenwood Springs Rest Area,39.559851,-107.291579
31389,Rifle Rest Area,39.525188,-107.786092
31390,Fruita Welcome Center,39.15376,-108.736866
31391,Emery Rest Area,38.85539,-110.908288
31392,Fremont Junction Rest Area,38.755146,-111.419184
31393,Sault Sainte Marie Welcome Center,46.492629,-84.37137
31394,Mackinaw City Welcome Center,45.77415,-84.733225
31395,Berea Welcome Center,37.596474,-84.312093
31396,Fort Myers Rest Area,26.549602,-81.792178
31397,Julesburg Welcome Center,40.966461,-102.251553
31398,Sterling Rest Area,40.620152,-103.179523
31399,Wiggins Rest Area,40.24508,-104.053864
31400,Williamstown Welcome Center,39.389739,-81.443167
31401,Beckley Service Plaza,37.802557,-81.21277
31402,Princeton Welcome Center,37.362923,-81.04524
31403,Statesville Rest Area,35.900505,-80.857349
31404,Delaware Water Gap Welcome Center,40.990667,-75.142454
31405,Hammond Welcome Center,41.570983,-87.462496
31406,Pine Bluffs Welcome Center,41.174112,-104.074751
31407,Laramie Rest Area,41.236843,-105.435827
31408,Elk Mountain Rest Area,41.630814,-106.285448
31409,Lyman Rest Area,41.365156,-110.297434
31410,Evanston Welcome Center,41.264864,-110.933251
31411,West Wendover Welcome Center,40.737039,-114.057396
31412,Wells Rest Area,41.078522,-114.569614
31413,Valmy Rest Area,40.788907,-117.12918
31414,Golconda Rest Area,41.016535,-117.573617
31415,Winnemucca Rest Area,40.78931,-117.995652
31416,Lovelock Rest Area,39.940807,-118.749915
31417,Alexandria Bay Welcome Center,44.295275,-75.976688
31418,Umatilla Welcome Center,45.924512,-119.326375
31419,Prosser Rest Area,46.220788,-119.790056
31420,Matamoras Welcome Center,41.359069,-74.709969
31421,Ontario Rest Area,44.050421,-116.974944
31422,Huntington Rest Area,44.495416,-117.366013
31423,La Grande Rest Area,45.342284,-118.235697
31424,Pendleton Rest Area,45.601791,-118.508267
31425,Berlin Rest Area,44.21279,-72.575339
31426,Beulah Welcome Center,44.527945,-104.205854
31427,Buffalo Rest Area,44.214213,-106.15815
31428,Sheridan Welcome Center,44.805928,-106.934987
31429,Hardin Welcome Center,45.739444,-107.586511
31430,Bozeman Rest Area,45.712201,-111.063776
31431,Anaconda Rest Area,46.092741,-112.808096
31432,Greenfield Rest Area,42.585966,-72.619877
31433,Littleton Welcome Center,44.327077,-71.872156
31434,Hammond Welcome Center,41.570983,-87.462496
31435,Kenosha Welcome Center,42.522423,-87.949454
31436,Medora Rest Area,46.895108,-103.381939
31437,Beach Welcome Center,46.927833,-104.008839
31438,Glendive Rest Area,46.898682,-105.019486
31439,Houlton Welcome Center,46.1413,-67.8428
31440,Columbus Welcome Center,32.571027,-84.963663
31441,Saint Louis Welcome Center,38.768293,-90.184397
31442,Gardiner Service Plaza,44.20768,-69.827863
31443,Yarmouth Welcome Center,43.809852,-70.162218
31444,Orin Rest Area,42.656181,-105.200504
31445,Moorcroft Rest Area,44.27564,-104.973799
31446,Sundance Rest Area,44.413551,-104.339373
31447,Chugwater Rest Area,41.757296,-104.828529
